"seqnames","start","end","width","strand","source","type","score","phase","gene_id","transcript_id","gene_type","gene_name","transcript_type","transcript_name","level","havana_gene","exon_id","tag"
"chr1",11012344,11026420,14077,"+","HAVANA","gene",NA,NA,"ENSG00000120948.16","ENSG00000120948.16","protein_coding","TARDBP","protein_coding","TARDBP","2","OTTHUMG00000002120.15",NA,"overlapping_locus"
"chr1",11026523,11047233,20711,"-","HAVANA","gene",NA,NA,"ENSG00000009724.16","ENSG00000009724.16","protein_coding","MASP2","protein_coding","MASP2","2","OTTHUMG00000002121.1",NA,NA
"chr1",11054589,11060024,5436,"-","HAVANA","gene",NA,NA,"ENSG00000116649.9","ENSG00000116649.9","protein_coding","SRM","protein_coding","SRM","1","OTTHUMG00000002119.3",NA,NA
"chr1",11066618,11098156,31539,"-","HAVANA","gene",NA,NA,"ENSG00000171824.13","ENSG00000171824.13","protein_coding","EXOSC10","protein_coding","EXOSC10","2","OTTHUMG00000002123.3",NA,NA
"chr1",11106535,11262507,155973,"-","HAVANA","gene",NA,NA,"ENSG00000198793.12","ENSG00000198793.12","protein_coding","MTOR","protein_coding","MTOR","2","OTTHUMG00000002001.3",NA,NA
"chr1",11189341,11195981,6641,"+","HAVANA","gene",NA,NA,"ENSG00000171819.4","ENSG00000171819.4","protein_coding","ANGPTL7","protein_coding","ANGPTL7","2","OTTHUMG00000002002.3",NA,NA
"chr1",11273206,11296049,22844,"+","HAVANA","gene",NA,NA,"ENSG00000120942.13","ENSG00000120942.13","protein_coding","UBIAD1","protein_coding","UBIAD1","2","OTTHUMG00000002075.2",NA,NA
"chr1",11479166,11537584,58419,"+","HAVANA","gene",NA,NA,"ENSG00000204624.7","ENSG00000204624.7","protein_coding","DISP3","protein_coding","DISP3","2","OTTHUMG00000002074.2",NA,NA
"chr1",11648367,11655785,7419,"-","HAVANA","gene",NA,NA,"ENSG00000116661.9","ENSG00000116661.9","protein_coding","FBXO2","protein_coding","FBXO2","2","OTTHUMG00000002072.4",NA,NA
"chr1",11654857,11663327,8471,"+","HAVANA","gene",NA,NA,"ENSG00000132879.13","ENSG00000132879.13","protein_coding","FBXO44","protein_coding","FBXO44","2","OTTHUMG00000002071.6",NA,NA
"chr1",11664124,11674354,10231,"+","HAVANA","gene",NA,NA,"ENSG00000116663.10","ENSG00000116663.10","protein_coding","FBXO6","protein_coding","FBXO6","2","OTTHUMG00000002229.1",NA,NA
"chr1",11674480,11691650,17171,"-","HAVANA","gene",NA,NA,"ENSG00000116670.14","ENSG00000116670.14","protein_coding","MAD2L2","protein_coding","MAD2L2","2","OTTHUMG00000002231.4",NA,NA
"chr1",11691729,11725857,34129,"+","HAVANA","gene",NA,NA,"ENSG00000162490.6","ENSG00000162490.6","protein_coding","DRAXIN","protein_coding","DRAXIN","2","OTTHUMG00000002227.1",NA,NA
"chr1",11736084,11754802,18719,"+","HAVANA","gene",NA,NA,"ENSG00000177674.15","ENSG00000177674.15","protein_coding","AGTRAP","protein_coding","AGTRAP","2","OTTHUMG00000002230.5",NA,NA
"chr1",11761787,11785289,23503,"+","HAVANA","gene",NA,NA,"ENSG00000215910.7","ENSG00000215910.7","protein_coding","C1orf167","protein_coding","C1orf167","1","OTTHUMG00000002228.2",NA,NA
"chr1",11785723,11806920,21198,"-","HAVANA","gene",NA,NA,"ENSG00000177000.10","ENSG00000177000.10","protein_coding","MTHFR","protein_coding","MTHFR","2","OTTHUMG00000002277.3",NA,NA
"chr1",11807131,11843144,36014,"+","HAVANA","gene",NA,NA,"ENSG00000011021.21","ENSG00000011021.21","protein_coding","CLCN6","protein_coding","CLCN6","2","OTTHUMG00000002299.4",NA,"overlapping_locus"
"chr1",11845767,11848345,2579,"-","HAVANA","gene",NA,NA,"ENSG00000175206.10","ENSG00000175206.10","protein_coding","NPPA","protein_coding","NPPA","2","OTTHUMG00000002388.2",NA,NA
"chr1",11857464,11858931,1468,"-","HAVANA","gene",NA,NA,"ENSG00000120937.8","ENSG00000120937.8","protein_coding","NPPB","protein_coding","NPPB","2","OTTHUMG00000002389.1",NA,NA
"chr1",11919591,11926428,6838,"-","HAVANA","gene",NA,NA,"ENSG00000116685.15","ENSG00000116685.15","protein_coding","KIAA2013","protein_coding","KIAA2013","2","OTTHUMG00000002391.1",NA,NA
"chr1",11934205,11975538,41334,"+","HAVANA","gene",NA,NA,"ENSG00000083444.16","ENSG00000083444.16","protein_coding","PLOD1","protein_coding","PLOD1","2","OTTHUMG00000002393.4",NA,NA
"chr1",11980181,12013514,33334,"+","HAVANA","gene",NA,NA,"ENSG00000116688.16","ENSG00000116688.16","protein_coding","MFN2","protein_coding","MFN2","2","OTTHUMG00000002392.7",NA,NA
"chr1",12019466,12032045,12580,"+","HAVANA","gene",NA,NA,"ENSG00000116691.10","ENSG00000116691.10","protein_coding","MIIP","protein_coding","MIIP","2","OTTHUMG00000002439.1",NA,"ncRNA_host"
"chr1",12063377,12144207,80831,"+","HAVANA","gene",NA,NA,"ENSG00000120949.14","ENSG00000120949.14","protein_coding","TNFRSF8","protein_coding","TNFRSF8","2","OTTHUMG00000001827.4",NA,NA
"chr1",12167039,12209228,42190,"+","HAVANA","gene",NA,NA,"ENSG00000028137.18","ENSG00000028137.18","protein_coding","TNFRSF1B","protein_coding","TNFRSF1B","2","OTTHUMG00000001829.1",NA,"ncRNA_host"
"chr1",12230067,12512047,281981,"+","HAVANA","gene",NA,NA,"ENSG00000048707.13","ENSG00000048707.13","protein_coding","VPS13D","protein_coding","VPS13D","2","OTTHUMG00000013155.6",NA,"ncRNA_host"
"chr1",12567910,12617731,49822,"-","HAVANA","gene",NA,NA,"ENSG00000162496.8","ENSG00000162496.8","protein_coding","DHRS3","protein_coding","DHRS3","2","OTTHUMG00000001885.5",NA,"ncRNA_host"
"chr1",12644547,12667086,22540,"+","HAVANA","gene",NA,NA,"ENSG00000204518.2","ENSG00000204518.2","protein_coding","AADACL4","protein_coding","AADACL4","2","OTTHUMG00000001889.1",NA,NA
"chr1",12716115,12728759,12645,"+","HAVANA","gene",NA,NA,"ENSG00000188984.11","ENSG00000188984.11","protein_coding","AADACL3","protein_coding","AADACL3","2","OTTHUMG00000001887.5",NA,NA
"chr1",12746215,12763699,17485,"+","HAVANA","gene",NA,NA,"ENSG00000157330.9","ENSG00000157330.9","protein_coding","C1orf158","protein_coding","C1orf158","2","OTTHUMG00000001888.4",NA,NA
"chr1",12774841,12777906,3066,"+","HAVANA","gene",NA,NA,"ENSG00000116726.4","ENSG00000116726.4","protein_coding","PRAMEF12","protein_coding","PRAMEF12","2","OTTHUMG00000001927.2",NA,NA
"chr1",12791397,12796628,5232,"+","HAVANA","gene",NA,NA,"ENSG00000116721.9","ENSG00000116721.9","protein_coding","PRAMEF1","protein_coding","PRAMEF1","2","OTTHUMG00000001928.2",NA,NA
"chr1",12824605,12831410,6806,"-","HAVANA","gene",NA,NA,"ENSG00000239810.3","ENSG00000239810.3","protein_coding","PRAMEF11","protein_coding","PRAMEF11","2","OTTHUMG00000001929.5",NA,NA
"chr1",12847408,12848725,1318,"-","HAVANA","gene",NA,NA,"ENSG00000179172.9","ENSG00000179172.9","protein_coding","HNRNPCL1","protein_coding","HNRNPCL1","2","OTTHUMG00000001931.3",NA,"retrogene"
"chr1",12857086,12861909,4824,"+","HAVANA","gene",NA,NA,"ENSG00000120952.4","ENSG00000120952.4","protein_coding","PRAMEF2","protein_coding","PRAMEF2","2","OTTHUMG00000001986.1",NA,NA
"chr1",12879224,12886201,6978,"-","HAVANA","gene",NA,NA,"ENSG00000243073.3","ENSG00000243073.3","protein_coding","PRAMEF4","protein_coding","PRAMEF4","2","OTTHUMG00000001987.2",NA,NA
"chr1",12892896,12898270,5375,"-","HAVANA","gene",NA,NA,"ENSG00000187545.5","ENSG00000187545.5","protein_coding","PRAMEF10","protein_coding","PRAMEF10","2","OTTHUMG00000001981.3",NA,NA
"chr1",12916610,12920482,3873,"+","HAVANA","gene",NA,NA,"ENSG00000204510.5","ENSG00000204510.5","protein_coding","PRAMEF7","protein_coding","PRAMEF7","2","OTTHUMG00000001982.3",NA,NA
"chr1",12938472,12947580,9109,"-","HAVANA","gene",NA,NA,"ENSG00000232423.6","ENSG00000232423.6","protein_coding","PRAMEF6","protein_coding","PRAMEF6","2","OTTHUMG00000001984.2",NA,NA
"chr1",13049476,13056491,7016,"-","HAVANA","gene",NA,NA,"ENSG00000274764.5","ENSG00000274764.5","protein_coding","PRAMEF27","protein_coding","PRAMEF27","2","OTTHUMG00000074727.3",NA,NA
"chr1",13060869,13062229,1361,"+","HAVANA","gene",NA,NA,"ENSG00000277058.2","ENSG00000277058.2","protein_coding","HNRNPCL3","protein_coding","HNRNPCL3","2","OTTHUMG00000189236.2",NA,NA
"chr1",13068677,13077884,9208,"+","HAVANA","gene",NA,NA,"ENSG00000229571.7","ENSG00000229571.7","protein_coding","PRAMEF25","protein_coding","PRAMEF25","2","OTTHUMG00000074741.3",NA,NA
"chr1",13115496,13116854,1359,"-","HAVANA","gene",NA,NA,"ENSG00000275774.2","ENSG00000275774.2","protein_coding","HNRNPCL2","protein_coding","HNRNPCL2","2","OTTHUMG00000009503.4",NA,NA
"chr1",13148905,13155961,7057,"-","HAVANA","gene",NA,NA,"ENSG00000280267.4","ENSG00000280267.4","protein_coding","PRAMEF26","protein_coding","PRAMEF26","2","OTTHUMG00000009499.3",NA,NA
"chr1",13164586,13165467,882,"-","HAVANA","gene",NA,NA,"ENSG00000179412.10","ENSG00000179412.10","protein_coding","HNRNPCL4","protein_coding","HNRNPCL4","2","OTTHUMG00000189238.2",NA,NA
"chr1",13172455,13179464,7010,"+","HAVANA","gene",NA,NA,"ENSG00000204505.4","ENSG00000204505.4","protein_coding","PRAMEF9","protein_coding","PRAMEF9","2","OTTHUMG00000189239.1",NA,NA
"chr1",13196330,13201409,5080,"-","HAVANA","gene",NA,NA,"ENSG00000279169.2","ENSG00000279169.2","protein_coding","PRAMEF13","protein_coding","PRAMEF13","2","OTTHUMG00000189240.2",NA,NA
"chr1",13222705,13226106,3402,"-","HAVANA","gene",NA,NA,"ENSG00000279804.2","ENSG00000279804.2","protein_coding","PRAMEF18","protein_coding","PRAMEF18","2","OTTHUMG00000191961.2",NA,NA
"chr1",13254212,13263314,9103,"+","HAVANA","gene",NA,NA,"ENSG00000270601.4","ENSG00000270601.4","protein_coding","PRAMEF5","protein_coding","PRAMEF5","2","OTTHUMG00000184604.4",NA,NA
"chr1",13281035,13285174,4140,"-","HAVANA","gene",NA,NA,"ENSG00000182330.10","ENSG00000182330.10","protein_coding","PRAMEF8","protein_coding","PRAMEF8","2","OTTHUMG00000008037.2",NA,NA
"chr1",13303539,13308907,5369,"+","HAVANA","gene",NA,NA,"ENSG00000237700.2","ENSG00000237700.2","protein_coding","PRAMEF33","protein_coding","PRAMEF33","2","OTTHUMG00000008036.3",NA,NA
"chr1",13315581,13322598,7018,"+","HAVANA","gene",NA,NA,"ENSG00000204501.7","ENSG00000204501.7","protein_coding","PRAMEF15","protein_coding","PRAMEF15","2","OTTHUMG00000008035.2",NA,NA
"chr1",13342034,13347134,5101,"-","HAVANA","gene",NA,NA,"ENSG00000204481.7","ENSG00000204481.7","protein_coding","PRAMEF14","protein_coding","PRAMEF14","2","OTTHUMG00000007916.3",NA,NA
"chr1",13369067,13371693,2627,"-","HAVANA","gene",NA,NA,"ENSG00000204480.7","ENSG00000204480.7","protein_coding","PRAMEF19","protein_coding","PRAMEF19","2","OTTHUMG00000007919.4",NA,NA
"chr1",13389632,13392629,2998,"+","HAVANA","gene",NA,NA,"ENSG00000204479.4","ENSG00000204479.4","protein_coding","PRAMEF17","protein_coding","PRAMEF17","2","OTTHUMG00000007909.3",NA,NA
"chr1",13410450,13421328,10879,"+","HAVANA","gene",NA,NA,"ENSG00000204478.9","ENSG00000204478.9","protein_coding","PRAMEF20","protein_coding","PRAMEF20","2","OTTHUMG00000007911.2",NA,NA
"chr1",13474977,13514048,39072,"-","HAVANA","gene",NA,NA,"ENSG00000162494.5","ENSG00000162494.5","protein_coding","LRRC38","protein_coding","LRRC38","2","OTTHUMG00000007918.1",NA,NA
"chr1",13583465,13617957,34493,"+","HAVANA","gene",NA,NA,"ENSG00000162493.16","ENSG00000162493.16","protein_coding","PDPN","protein_coding","PDPN","1","OTTHUMG00000007912.5",NA,NA
"chr1",13700198,13825079,124882,"+","HAVANA","gene",NA,NA,"ENSG00000116731.22","ENSG00000116731.22","protein_coding","PRDM2","protein_coding","PRDM2","2","OTTHUMG00000007917.6",NA,NA
"chr1",13892792,15118043,1225252,"+","HAVANA","gene",NA,NA,"ENSG00000189337.16","ENSG00000189337.16","protein_coding","KAZN","protein_coding","KAZN","2","OTTHUMG00000002042.7",NA,NA
"chr1",15152532,15220480,67949,"+","HAVANA","gene",NA,NA,"ENSG00000171729.13","ENSG00000171729.13","protein_coding","TMEM51","protein_coding","TMEM51","1","OTTHUMG00000002046.4",NA,NA
"chr1",15247272,15400283,153012,"+","HAVANA","gene",NA,NA,"ENSG00000142621.19","ENSG00000142621.19","protein_coding","FHAD1","protein_coding","FHAD1","1","OTTHUMG00000002088.11",NA,NA
"chr1",15409895,15430343,20449,"+","HAVANA","gene",NA,NA,"ENSG00000142634.12","ENSG00000142634.12","protein_coding","EFHD2","protein_coding","EFHD2","2","OTTHUMG00000002254.1",NA,NA
"chr1",15438439,15449242,10804,"+","HAVANA","gene",NA,NA,"ENSG00000162438.11","ENSG00000162438.11","protein_coding","CTRC","protein_coding","CTRC","2","OTTHUMG00000002255.1",NA,NA
"chr1",15456728,15472091,15364,"+","HAVANA","gene",NA,NA,"ENSG00000142615.7","ENSG00000142615.7","protein_coding","CELA2A","protein_coding","CELA2A","2","OTTHUMG00000002258.1",NA,"overlapping_locus"
"chr1",15465909,15487437,21529,"+","HAVANA","gene",NA,NA,"ENSG00000215704.9","ENSG00000215704.9","protein_coding","CELA2B","protein_coding","CELA2B","2","OTTHUMG00000002259.2",NA,"overlapping_locus"
"chr1",15490832,15526534,35703,"-","HAVANA","gene",NA,NA,"ENSG00000132906.17","ENSG00000132906.17","protein_coding","CASP9","protein_coding","CASP9","1","OTTHUMG00000002256.7",NA,NA
"chr1",15526813,15592379,65567,"+","HAVANA","gene",NA,NA,"ENSG00000116138.12","ENSG00000116138.12","protein_coding","DNAJC16","protein_coding","DNAJC16","2","OTTHUMG00000002358.3",NA,"ncRNA_host"
"chr1",15572353,15585110,12758,"-","HAVANA","gene",NA,NA,"ENSG00000116771.5","ENSG00000116771.5","protein_coding","AGMAT","protein_coding","AGMAT","2","OTTHUMG00000002357.1",NA,NA
"chr1",15617500,15669044,51545,"+","HAVANA","gene",NA,NA,"ENSG00000197312.11","ENSG00000197312.11","protein_coding","DDI2","protein_coding","DDI2","2","OTTHUMG00000002381.2",NA,"overlapping_locus"
"chr1",15684332,15734769,50438,"+","HAVANA","gene",NA,NA,"ENSG00000116786.11","ENSG00000116786.11","protein_coding","PLEKHM2","protein_coding","PLEKHM2","2","OTTHUMG00000003062.1",NA,NA
"chr1",15736405,15741396,4992,"+","HAVANA","gene",NA,NA,"ENSG00000162461.7","ENSG00000162461.7","protein_coding","SLC25A34","protein_coding","SLC25A34","2","OTTHUMG00000003063.1",NA,NA
"chr1",15742422,15747982,5561,"+","HAVANA","gene",NA,NA,"ENSG00000162460.6","ENSG00000162460.6","protein_coding","TMEM82","protein_coding","TMEM82","2","OTTHUMG00000003065.2",NA,NA
"chr1",15756607,15786594,29988,"+","HAVANA","gene",NA,NA,"ENSG00000162458.12","ENSG00000162458.12","protein_coding","FBLIM1","protein_coding","FBLIM1","2","OTTHUMG00000003079.7",NA,NA
"chr1",15807169,15809348,2180,"-","HAVANA","gene",NA,NA,"ENSG00000233954.6","ENSG00000233954.6","protein_coding","UQCRHL","protein_coding","UQCRHL","2","OTTHUMG00000003109.3",NA,NA
"chr1",15847864,15940460,92597,"+","HAVANA","gene",NA,NA,"ENSG00000065526.10","ENSG00000065526.10","protein_coding","SPEN","protein_coding","SPEN","2","OTTHUMG00000009376.2",NA,NA
"chr1",15941869,15976132,34264,"-","HAVANA","gene",NA,NA,"ENSG00000116809.11","ENSG00000116809.11","protein_coding","ZBTB17","protein_coding","ZBTB17","2","OTTHUMG00000009377.3",NA,NA
"chr1",16004236,16008807,4572,"+","HAVANA","gene",NA,NA,"ENSG00000183888.4","ENSG00000183888.4","protein_coding","C1orf64","protein_coding","C1orf64","2","OTTHUMG00000009523.1",NA,NA
"chr1",16014028,16019594,5567,"-","HAVANA","gene",NA,NA,"ENSG00000173641.17","ENSG00000173641.17","protein_coding","HSPB7","protein_coding","HSPB7","1","OTTHUMG00000009531.2",NA,NA
"chr1",16018875,16034050,15176,"+","HAVANA","gene",NA,NA,"ENSG00000186510.11","ENSG00000186510.11","protein_coding","CLCNKA","protein_coding","CLCNKA","2","OTTHUMG00000009529.3",NA,NA
"chr1",16043736,16057308,13573,"+","HAVANA","gene",NA,NA,"ENSG00000184908.17","ENSG00000184908.17","protein_coding","CLCNKB","protein_coding","CLCNKB","2","OTTHUMG00000009530.2",NA,NA
"chr1",16057769,16073632,15864,"-","HAVANA","gene",NA,NA,"ENSG00000185519.8","ENSG00000185519.8","protein_coding","FAM131C","protein_coding","FAM131C","2","OTTHUMG00000009525.1",NA,NA
"chr1",16124337,16156087,31751,"-","HAVANA","gene",NA,NA,"ENSG00000142627.12","ENSG00000142627.12","protein_coding","EPHA2","protein_coding","EPHA2","2","OTTHUMG00000009527.2",NA,NA
"chr1",16198217,16212609,14393,"-","HAVANA","gene",NA,NA,"ENSG00000142632.16","ENSG00000142632.16","protein_coding","ARHGEF19","protein_coding","ARHGEF19","2","OTTHUMG00000002219.4",NA,NA
"chr1",16231700,16237162,5463,"-","HAVANA","gene",NA,NA,"ENSG00000132881.11","ENSG00000132881.11","protein_coding","RSG1","protein_coding","RSG1","2","OTTHUMG00000002214.4",NA,NA
"chr1",16246839,16352454,105616,"-","HAVANA","gene",NA,NA,"ENSG00000037637.10","ENSG00000037637.10","protein_coding","FBXO42","protein_coding","FBXO42","2","OTTHUMG00000002218.2",NA,NA
"chr1",16352575,16398145,45571,"+","HAVANA","gene",NA,NA,"ENSG00000055070.16","ENSG00000055070.16","protein_coding","SZRD1","protein_coding","SZRD1","2","OTTHUMG00000002217.5",NA,NA
"chr1",16387126,16437424,50299,"-","HAVANA","gene",NA,NA,"ENSG00000187144.11","ENSG00000187144.11","protein_coding","SPATA21","protein_coding","SPATA21","1","OTTHUMG00000002312.3",NA,NA
"chr1",16440672,16460078,19407,"+","HAVANA","gene",NA,NA,"ENSG00000157191.19","ENSG00000157191.19","protein_coding","NECAP2","protein_coding","NECAP2","1","OTTHUMG00000002313.4",NA,NA
"chr1",16539066,16539575,510,"+","ENSEMBL","gene",NA,NA,"ENSG00000268991.2","ENSG00000268991.2","protein_coding","FAM231B","protein_coding","FAM231B","3",NA,NA,NA
"chr1",16562319,16613562,51244,"-","HAVANA","gene",NA,NA,"ENSG00000219481.10","ENSG00000219481.10","protein_coding","NBPF1","protein_coding","NBPF1","2","OTTHUMG00000002487.10",NA,NA
"chr1",16673003,16673512,510,"+","ENSEMBL","gene",NA,NA,"ENSG00000237847.2","ENSG00000237847.2","protein_coding","FAM231A","protein_coding","FAM231A","3",NA,NA,NA
"chr1",16733952,16734461,510,"-","ENSEMBL","gene",NA,NA,"ENSG00000279132.2","ENSG00000279132.2","protein_coding","FAM231C","protein_coding","FAM231C","3",NA,NA,NA
"chr1",16921950,16972979,51030,"+","HAVANA","gene",NA,NA,"ENSG00000058453.16","ENSG00000058453.16","protein_coding","CROCC","protein_coding","CROCC","2","OTTHUMG00000002200.9",NA,"overlapping_locus"
"chr1",16974502,16980835,6334,"-","HAVANA","gene",NA,NA,"ENSG00000117122.13","ENSG00000117122.13","protein_coding","MFAP2","protein_coding","MFAP2","2","OTTHUMG00000002290.1",NA,NA
"chr1",16985958,17011928,25971,"-","HAVANA","gene",NA,NA,"ENSG00000159363.17","ENSG00000159363.17","protein_coding","ATP13A2","protein_coding","ATP13A2","1","OTTHUMG00000002293.4",NA,NA
"chr1",17018722,17054170,35449,"-","HAVANA","gene",NA,NA,"ENSG00000117118.9","ENSG00000117118.9","protein_coding","SDHB","protein_coding","SDHB","2","OTTHUMG00000002289.3",NA,NA
"chr1",17066761,17119435,52675,"-","HAVANA","gene",NA,NA,"ENSG00000117115.12","ENSG00000117115.12","protein_coding","PADI2","protein_coding","PADI2","2","OTTHUMG00000002295.1",NA,NA
"chr1",17205126,17246005,40880,"+","HAVANA","gene",NA,NA,"ENSG00000142623.9","ENSG00000142623.9","protein_coding","PADI1","protein_coding","PADI1","2","OTTHUMG00000002294.3",NA,NA
"chr1",17249098,17284233,35136,"+","HAVANA","gene",NA,NA,"ENSG00000142619.4","ENSG00000142619.4","protein_coding","PADI3","protein_coding","PADI3","2","OTTHUMG00000002373.1",NA,"ncRNA_host"
"chr1",17308195,17364004,55810,"+","HAVANA","gene",NA,NA,"ENSG00000159339.13","ENSG00000159339.13","protein_coding","PADI4","protein_coding","PADI4","2","OTTHUMG00000002371.1",NA,NA
"chr1",17372196,17401699,29504,"+","HAVANA","gene",NA,NA,"ENSG00000276747.1","ENSG00000276747.1","protein_coding","PADI6","protein_coding","PADI6","2","OTTHUMG00000002372.7",NA,"reference_genome_error"
"chr1",17407005,17439724,32720,"-","HAVANA","gene",NA,NA,"ENSG00000179051.13","ENSG00000179051.13","protein_coding","RCC2","protein_coding","RCC2","2","OTTHUMG00000002513.1",NA,NA
"chr1",17539835,17697869,158035,"+","HAVANA","gene",NA,NA,"ENSG00000074964.16","ENSG00000074964.16","protein_coding","ARHGEF10L","protein_coding","ARHGEF10L","2","OTTHUMG00000002514.3",NA,NA
"chr1",17755313,17827063,71751,"+","HAVANA","gene",NA,NA,"ENSG00000117148.7","ENSG00000117148.7","protein_coding","ACTL8","protein_coding","ACTL8","2","OTTHUMG00000002512.1",NA,NA
"chr1",18107746,18378482,270737,"+","HAVANA","gene",NA,NA,"ENSG00000117154.11","ENSG00000117154.11","protein_coding","IGSF21","protein_coding","IGSF21","2","OTTHUMG00000002432.3",NA,"overlapping_locus"
"chr1",18480982,18486126,5145,"+","HAVANA","gene",NA,NA,"ENSG00000179023.8","ENSG00000179023.8","protein_coding","KLHDC7A","protein_coding","KLHDC7A","2","OTTHUMG00000002431.3",NA,NA
"chr1",18631006,18748866,117861,"+","HAVANA","gene",NA,NA,"ENSG00000009709.11","ENSG00000009709.11","protein_coding","PAX7","protein_coding","PAX7","2","OTTHUMG00000002433.2",NA,NA
"chr1",18839599,18859682,20084,"-","HAVANA","gene",NA,NA,"ENSG00000179002.5","ENSG00000179002.5","protein_coding","TAS1R2","protein_coding","TAS1R2","1","OTTHUMG00000002442.2",NA,"overlapping_locus"
"chr1",18871430,18902781,31352,"-","HAVANA","gene",NA,NA,"ENSG00000159423.16","ENSG00000159423.16","protein_coding","ALDH4A1","protein_coding","ALDH4A1","1","OTTHUMG00000002443.6",NA,"overlapping_locus"
"chr1",18904281,18956686,52406,"-","HAVANA","gene",NA,NA,"ENSG00000169991.10","ENSG00000169991.10","protein_coding","IFFO2","protein_coding","IFFO2","1","OTTHUMG00000002499.2",NA,"overlapping_locus"
"chr1",19076740,19210276,133537,"-","HAVANA","gene",NA,NA,"ENSG00000127481.14","ENSG00000127481.14","protein_coding","UBR4","protein_coding","UBR4","2","OTTHUMG00000002498.5",NA,"overlapping_locus"
